entry_id,phrase_id,phrase_alt_raw,phrase_alt_norm,phrase_ru,raw_block
6998,1,"Аш кылгада, бала кабайда (Посл.) Уро- жай виден по всходам, ребёнок ‒ в младенче- стве (букв. в колыбели)","аш кылгада, бала кабайда (посл.) урожай виден по всходам, ребёнок ‒ в младенчестве (букв. в колыбели)",,"Аш кылгада, бала кабайда (Посл.) Уро- жай виден по всходам, ребёнок ‒ в младенче- стве (букв. в колыбели)"
7018,1,Кылыгы јакшы уул кыстаҥ јараш (Погов.) Парень с добрым нравом кра- ше девушки,кылыгы јакшы уул кыстаҥ јараш (погов.) парень с добрым нравом краше девушки,,Кылыгы јакшы уул кыстаҥ јараш (Погов.) Парень с добрым нравом кра- ше девушки
7069,1,алын кып приёмная,алын кып приёмная,,алын кып приёмная
7087,1,кӧстиҥ кырыла кӧрӧр смотреть краем глаза,кӧстиҥ кырыла кӧрӧр смотреть краем глаза,взглянуть одним глазком; кулактыҥ кырыла угар слушать вполуха,кӧстиҥ кырыла кӧрӧр смотреть краем глаза; взглянуть одним глазком; кулактыҥ кырыла угар слушать вполуха
7089,1,кыра ижи пахотные работы,кыра ижи пахотные работы,,кыра ижи пахотные работы
7174,1,тилин кыска тудар держать язык за зубами -,тилин кыска тудар держать язык за зубами -,,тилин кыска тудар держать язык за зубами -
7205,1,кычузы канар 1) вдоволь почесаться,кычузы канар 1) вдоволь почесаться,"2) перен. удовлетворить какое-л. желание; кычузын берер дать взбучку кому-л., показать, где раки зимуют","кычузы канар 1) вдоволь почесаться; 2) перен. удовлетворить какое-л. желание; кычузын берер дать взбучку кому-л., показать, где раки зимуют"
7221,1,"Керишчеҥниҥ тили кычыткакту, согушчаҥныҥ колы кычыткакту (Погов.) У любителя ругаться язык чешется (букв. язык с зудом), у люби- теля подраться руки чешутся (букв. руки с зудом) сильно чешутся","керишчеҥниҥ тили кычыткакту, согушчаҥныҥ колы кычыткакту (погов.) у любителя ругаться язык чешется (букв. язык с зудом), у любителя подраться руки чешутся (букв. руки с зудом) сильно чешутся",,"Керишчеҥниҥ тили кычыткакту, согушчаҥныҥ колы кычыткакту (Погов.) У любителя ругаться язык чешется (букв. язык с зудом), у люби- теля подраться руки чешутся (букв. руки с зудом) сильно чешутся"
7223,1,"Кышкыда кар <да> сурап албазыҥ Зимой <даже> снега не выпросишь (о скупом, жадном человеке)","кышкыда кар <да> сурап албазыҥ зимой <даже> снега не выпросишь (о скупом, жадном человеке)",,"Кышкыда кар <да> сурап албазыҥ Зимой <даже> снега не выпросишь (о скупом, жадном человеке)"
7354,1,Магат акчадаҥ баалу (Погов.) Уговор до- роже денег,магат акчадаҥ баалу (погов.) уговор дороже денег,,Магат акчадаҥ баалу (Погов.) Уговор до- роже денег
7379,1,"макка чыгар прославиться, стать известным","макка чыгар прославиться, стать известным",,"макка чыгар прославиться, стать известным"
7383,1,"макалузын межд. 1) здо- рово, прекрасно, отлично","макалузын межд. 1) здорово, прекрасно, отлично",2) так тебе (ему) и надо,"макалузын межд. 1) здо- рово, прекрасно, отлично; 2) так тебе (ему) и надо"
7393,1,"мал- аш ӧскӱрери (тудары) скотоводство, живот- новодство","малаш ӧскӱрери (тудары) скотоводство, животноводство",,"мал- аш ӧскӱрери (тудары) скотоводство, живот- новодство"
7411,1,маҥ бажына 1) на бегу,маҥ бажына 1) на бегу,2) на скаку,маҥ бажына 1) на бегу; 2) на скаку
7413,1,"калыҥ (как, килеҥ) маҥдай бессовестный, наглый","калыҥ (как, килеҥ) маҥдай бессовестный, наглый",,"калыҥ (как, килеҥ) маҥдай бессовестный, наглый"
7529,1,"Аш ичкенчеҥ меҥдебе, атка минзеҥ","аш ичкенчеҥ меҥдебе, атка минзеҥ","токтобо (Погов.) Когда принимаешь еду – не торопись, сев на коня – не останавливайся","Аш ичкенчеҥ меҥдебе, атка минзеҥ – токтобо (Погов.) Когда принимаешь еду – не торопись, сев на коня – не останавливайся"
7568,1,Мечин jыл Год Обезьяны,мечин jыл год обезьяны,"Мечин јылдыс Полярная звезда (созвездие) - jе Кылыкка бир тӱҥей болды (Ш. Шатинов) То ли сова, то ли филин, но Кылыку было всё равно; Мечирткениҥ кӧстӧри ошкош курч кӧстӧрлӱ коjойым отурды (С. Манитов) Сидел купец с острыми, как у филина, глазами гриб;","Мечин jыл Год Обезьяны; Мечин јылдыс Полярная звезда (созвездие) - jе Кылыкка бир тӱҥей болды (Ш. Шатинов) То ли сова, то ли филин, но Кылыку было всё равно; Мечирткениҥ кöстöри ошкош курч кöстöрлӱ коjойым отурды (С. Манитов) Си- дел купец с острыми, как у филина, глазами гриб;"
7636,1,"мойнына са- лар штрафовать, обязывать выплачивать","мойнына салар штрафовать, обязывать выплачивать",,"мойнына са- лар штрафовать, обязывать выплачивать"
7705,1,мӧҥкӱ кӧдӱрер хоронить,мӧҥкӱ кӧдӱрер хоронить,,мöҥкӱ кöдӱрер хоронить
7714,1,кӧк мӧӧн совсем мокрый,кӧк мӧӧн совсем мокрый,,кöк мööн совсем мокрый
7721,1,Jеҥип алза,jеҥип алза,"мӧри, jеҥдиртип ийзе – ӧлӱми (Погов.) Если победит – его удача, если проиграет – его смерть","Jеҥип алза – мöри, jеҥдиртип ийзе – öлÿми (Погов.) Если побе- дит – его удача, если проиграет – его смерть"
7927,1,"кара неме нечистый, злой дух","кара неме нечистый, злой дух",,"кара неме нечистый, злой дух"
8090,1,"кӧкси ойлу му- дрый, умный [человек] (букв. грудь его му- драя, умная)","кӧкси ойлу мудрый, умный [человек] (букв. грудь его мудрая, умная)",,"кöкси ойлу му- дрый, умный [человек] (букв. грудь его му- драя, умная)"
