entry_id,headword_raw,headword_norm,homonym_roman,pos_primary,labels,has_phrases,raw_text,page_start,page_end
6581,КАРЧЫЙ-ТЕРЧИЙ,карчыйтерчий,,,,0,"КАРЧЫЙ-ТЕРЧИЙ нареч. крестнакрест, крестом; буттарын карчый-терчий салып, отурар сидеть, сложив крест-накрест ноги",291,291
6582,КАРШУ,каршу,,,,0,"КАРШУ 1) вред, ущерб, вредительство; каршу јетирер наносить вред; 2) преступление; каршулу керек эдер совершать преступление",291,291
6583,КАРШУЛА-,каршула,,,,0,"КАРШУЛА1) наносить вред, вредительствовать; 2) противодействовать, упорствовать",291,291
6584,КАРШУЛАН-,каршулан,,,,0,"КАРШУЛАНвозвр. от каршула-; каршуланган кижини эмчиликке апардылар человека, нанёсшего себе вред, увезли в больницу; ӧштӱ каршуланып турган враг упорствовал",291,291
6585,КАРШУЛАНДЫР-,каршуландыр,,,,0,КАРШУЛАНДЫРпонуд. от каршулан-,291,291
6586,КАРШУЛУ,каршулу,,,,0,"КАРШУЛУ вредный, вредительский; каршулу кей вредный воздух; 2) преступ-",291,291
6587,-,-,,,,0,"- 292 ный; каршулу керек преступное дело (преступление); Андый кезедӱ албатыныҥ алдына каршулу уур керек эткен улуска эдилер јаҥду болгон (И. Шодоев) Такое наказание обычно выносилось людям, которые совершили перед народом очень тяжёлые преступные дела",291,291
6588,КАРШУЧЫ,каршучы,,,,0,КАРШУЧЫ 1. 1) вредитель; агаштыҥ каршучылары вредители деревьев; 2) преступник; каршучыны тудар ловить преступника; 2. вредный; каршучы ӧзӱмдер вредные растения,291,291
6589,КАРШУЧЫЛ,каршучыл,,,,0,КАРШУЧЫЛ см. каршучы 1,291,291
6590,КАРШЫ-,каршы,,,,0,КАРШЫбыть против,291,291
6591,КАРШЫЙ,каршый,,,,0,"КАРШЫЙ наперекор, против; см. удура",291,291
6592,КАРЫ-,кары,I,,,0,"КАРЫI стареть; карыыр тужында в старости; карый берер состариться; ол карыганча јӱрген он жил до старости; Кижи бойы карыза да, ӱни јаан артабайтан эмтир (Д. Каинчин) Если даже человек сам состарится, оказывается, голос его сильно не стареет",291,291
6593,КАРЫ-,кары,II,,,0,КАРЫII загребать; колыла карыыр загребать рукой,291,291
6594,КАРЫ,кары,I,,,0,"КАРЫ I анат. 1) часть руки, предплечье; 2) рукав; Эпишке ӧгӧӧн эки карызын шыманды ла, туруп ла чыкты (Д. Каинчин)",291,291
6595,Старик,старик,,,,0,"Старик Эпишке быстро засучил рукава, быстро встал; 3) часть передней ноги у скота от голени до копыта; 4) локоть (мера длины, равная длине руки от запястья до локтя); эки кары два локтя",291,291
6596,КАРЫ,кары,II,,,0,"КАРЫ II 1. старый, преклонный; кары јаш преклонный возраст; 2. в знач. сущ. старый, старик; Кара јаҥыс кызымды Карыга мен бербезим (АБ) Единственную свою дочь",291,291
6597,Старику,старику,,,,1,"Старику я не отдам; ♦ кары јашта, кары јажында в старости; Ат карызы – согымтык, эр карызы – ӧлӱмтик (Погов.) Старая из лошадей – для забоя, старый из мужчин – для смерти",291,291
6598,КАРЫ,кары,III,,,1,"КАРЫ III чужой; некровный, неродственный, неродной; кары јер чужая земля; кары тӧрӧӧн некровные родственники, сваты; Эки - кары балдарыс Эптӱ јакшы јурт тудар (АБ) Два наших неродственных ребёнка дадут дружную хорошую семью; ♦ карыдаҥ јӧӧгӧн келин невестка, взятая со стороны",291,292
6599,КАРЫК,карык,I,,,0,"КАРЫК I 1. 1) тьма; затмение; кӱнди карык тутты произошло затмение солнца (букв. тьма охватила солнце); 2) перен. чаль, уныние, тоска; ср. карыкчал, кунук; карыкка бастырар впасть в уныние; 2. чальный; карык санаалар печальные мысли",292,292
6600,КАРЫК,карык,II,,,0,"КАРЫК II сила; карык јок кижи обессиленный человек; Олор эмеш ле карык алынза, ӧч алар деп, једип келгилеер (И. Шодоев) Как только они приобретут силы, прибудут, чтобы отомстить",292,292
6601,КАРЫК-,карык,,,,0,"КАРЫК1) затмеваться, темнеть; карыкты солнце затмилось; 2) быть ослеплённым; кӧзим кӱнниҥ чогына карыга берди глаза мои ослеплены солнечным чом; 3) перен. печалиться, грустить, горевать;",292,292
6602,Кара,кара,,,,0,"Кара јаҥыскан отурала, карыктым, нуктым (К. Телесов) Сидя совершенно один, загрустил, опечалился",292,292
6603,КАРЫКСЫН-,карыксын,,,,0,"КАРЫКСЫНпечалиться, кручиниться, грустить; ср. карыктан-, кунук-, эрик-;",292,292
6604,Карыксынып,карыксынып,,,,0,"Карыксынып ыйлаба, Кару энеҥ јаныҥда (Из песни) Печалясь, не плачь, Милая мама твоя рядом",292,292
6605,КАРЫКСЫНДЫР-,карыксындыр,,,,0,"КАРЫКСЫНДЫРпонуд. от карыксынпозволять печалиться, кручиниться, грустить; энеҥди карыксындырба не позволяй матери печалиться",292,292
6606,КАРЫКТАН-,карыктан,,,,0,"КАРЫКТАНпечалиться, кручиниться; ср. карыксын-, кунук-, эрик-; Тӱӱкейдиҥ нени де сананып, неге де карыктанып урганын оныҥ чырайынаҥ карган Тарык билип ийди (И. Шодоев) Старый Тарык нял по виду Туукея, что он о чём-то тяжело печалился, думая о чём-то",292,292
6607,КАРЫКЧАЛ,карыкчал,,,,0,"КАРЫКЧАЛ 1. 1) печаль, кручина, грусть; Карыкчал толгон калганчы суракка Каруузын слерге канайып берерим (АБ)",292,292
6608,На,на,,,,0,"На полный грусти, последний вопрос Ответ вам как смогу я дать; 2) лит. трагизм; 2.",292,292
6609,КАРЫН,карын,,,,0,"КАРЫН чальный, горестный; ср. карыкчыл; Карык-",292,292
6610,Соз-,соз,,,,0,"Созчал санаа кӧксимде (Д. Каинчин) Печальные мысли в душе; ср. карыкчыл, эрикчил, кунук",292,292
6611,КАРЫКЧАЛДУ,карыкчалду,,,,0,КАРЫКЧАЛДУ см. карыкчылду,292,292
6612,КАРЫКЧЫЛ,карыкчыл,,,,0,"КАРЫКЧЫЛ 1. печаль, кручина, грусть; пеjӱректе карыкчыл на сердце грусть; 2. печальный, горестный; карыкчыл санаалар пепечальные мысли; карыкчыл табыш горестная новость; Тарык карыкчыл санаага бастырды (И. Шодоев) Тарык был подавлен печальными мыслями; ср. карыкчал, эрикчил, кунук",292,292
6613,КАРЫКЧЫЛДУ,карыкчылду,,,,0,"КАРЫКЧЫЛДУ печальный, грустный; ср. карыкчал 2, карыкчыл 2; карыкчылду кӱн кожоҥ грустная песня; Тарык карыкчылду ла комыдалду ӱниле кажы ла сӧсти чӧйӧ айдып куучындады (И. Шодоев) Тарык голуворил печальным и жалостливым голосом, растягивая каждое слово ку-",292,292
6614,КАРЫЛ-,карыл,,,,1,"КАРЫЛдавиться, подавиться; Бир катап Сабу талканга карылала, арайдаҥ калган јок по (Д. Каинчин) Однажды Сабу, подавившись талканом, едва в живых остался ведь; ♦ Јоктуныҥ јаҥызы ӧлӧҥгӧ карылар (Погов.) Где тонко, там и рвётся (букв. Единственное [животное] бедняка сеном подавится)",292,292
6615,КАРЫМ,карым,I,,,0,КАРЫМ I канава для стока воды; карымда суу кирлӱ болгон вода в канаве для стока была грязной,292,292
6616,КАРЫМ,карым,II,,,0,КАРЫМ II завалинка; карымда отурар сидеть на завалинке,292,292
6617,КАРЫМДА-,карымда,I,,,0,КАРЫМДАI прорыть канавку от-,292,292
6618,КАРЫМДА-,карымда,II,,,0,КАРЫМДАII обложить завалинкой,292,292
6619,КАРЫН,карын,I,,,1,"КАРЫН I анат. 1) желудок, живот; ач покарын голодный желудок; кардым ток я сыт (букв. живот мой сыт); 2) утроба, брюхо, живот; карды тойбос ненасытная утроба; 3) анат. брюшина; јаан карын большая брюшина; ♦ кыпту карын сычуг; карын јуу нутряное сало, жир; кардына кару любитель поесть пе-",292,292
6620,-,-,,,,0,- 293 -,292,293
6621,КАРЫН,карын,,,,0,КАРЫН,293,293
6622,КАРЫН,карын,II,,,1,КАРЫН II взятка; подкуп; ♦ карын јиир брать взятку; карын берер давать взятку; Карын эдип 430 муҥ салковой берген (АЧ) В качестве взятки дал 430 тысяч рублей,293,293
6623,КАРЫН,карын,,,,0,"КАРЫН 1. частица мод. наоборот; јааш токтоордоҥ болгой, карын тыҥый берди дождь вместо того, чтобы утихнуть, наоборот, усилился; 2. межд. слава богу, как хорошо (выражает радость); Карын дезеер!",293,293
6624,Как,как,,,,0,"Как хорошо!; Ого карын будактап барала,",293,293
6625,Јелбетей,јелбетей,,,,0,"Јелбетей эмеген туштаган болтыр (Д. Каинчин) Слава богу, на него наткнулась старушка",293,293
6626,"Дьелбетей,",дьелбетей,,,,0,"Дьелбетей, которая пошла за хворостом",293,293
6627,КАРЫНДА-,карында,I,,,0,"КАРЫНДАI носить в утробе, вынашивать; Тогус айга шыралап, Карындаган эрке уулым (АБ) Любимый сын, которого, девять месяцев мучаясь, носила в утробе",293,293
6628,КАРЫНДА-,карында,II,,,0,КАРЫНДАII давать взятку,293,293
6629,КАРЫНДАН-,карындан,,,,0,КАРЫНДАНбеременеть,293,293
6630,КАРЫНДАШ,карындаш,,,,0,КАРЫНДАШ 1. 1) брат; младший брат; ачы карындаш младший брат; ӧӧй карындаш сводный брат; јаҥыс энедеҥ чыккан карындаштар единоутробные братья;,293,293
6631,Кӧкин-Эркеш,кӧкинэркеш,,,,0,Кӧкин-Эркеш ле Аҥчы-Мерген Карындаштар бодолду јуртай берди (АБ) Кёкин-,293,293
6632,Эркеш,эркеш,,,,0,Эркеш и Анчы-Мерген Зажили как братья; 2) брат по роду отца; Сӧӧги јаҥыс улус — карындаштар (А. Коптелов) Люди с одного рода — братья; 2. братский; карындаш калык братский народ,293,293
6633,КАРЫНДАШТЫК,карындаштык,,,,0,КАРЫНДАШТЫК 1. братский; карындаштык тӱрк калыктар братские тюркские народы; карындаштык сӧӧксалгыш братская могила; 2. братство; черӱчил карындаштык армейское братство,293,293
6634,КАРЫНДУ,карынду,,,,0,КАРЫНДУ беременная; ср. кӧчӧлӱ; карынду ӱй кижи беременная женщина,293,293
6635,КАРЫНЧЫ,карынчы,,,,0,КАРЫНЧЫ взяточник,293,293
6636,КАРЫСКАН,карыскан,,,,0,"КАРЫСКАН обруч, ободок; элгектиҥ карысканы ободок сита, решета; бочконыҥ темир карысканы железный обруч бочки",293,293
6637,КАРЫТ-,карыт,,,,0,КАРЫТпонуд. от карыI старить; кӱч айалгалар бу кижини карыдып салган тя-,293,293
6638,-,-,,,,0,- 294 жёлые обстоятельства состарили этого человека,293,293
6639,КАРЫЧАК,карычак,,,,0,КАРЫЧАК уменьш. от кар снежинка,293,293
6640,КАРЫШ,карыш,,,,0,"КАРЫШ пядь, большая пядь (мера длины, равная расстоянию между концами раздвинутых большого и среднего пальцев); эки карыш две пяди; Тӱлкӱниҥ терезиниҥ узуны беш карыш боло берер (Д. Каинчин)",293,293
6641,Длина,длина,,,,1,"Длина лисьей шкурки может достигнуть пяти пядей; ♦ кере карыш пядь, раздвинутая до отказа; мерген карыш стрелковая пядь (мера длины, равная расстоянию между концами раздвинутых большого и указательного пальцев); јаба карыш 1) очень маленький; 2) очень короткий",293,293
6642,КАРЫШ-,карыш,,,,0,"КАРЫШ1) разминуться (в пути); адамла јолдо карыжа бердис мы с отцом разминулись в пути; 2) противиться, грубить, ослушиваться; бала энезине карыжып турды ребёнок противился маме",293,293
6643,КАРЫШКАК,карышкак,,,,0,"КАРЫШКАК кривой, изогнутый (о зубе)",293,293
6644,КАРЫШТА-,карышта,,,,0,"КАРЫШТАизмерять, мерить пядью; энем чамчаныҥ бӧзин карыштап кемјип турды мама мерила ткань для рубашки пядью",293,293
6645,КАРЫШТАК,карыштак,,,,0,КАРЫШТАК зоол. гусеница,293,293
6646,КАРЫШТЫР-,карыштыр,,,,0,КАРЫШТЫРпонуд. от карышзаставлять разъехаться; каскак јолдо эки кӧлӱкти карыштырарга кӱч трудно заставить две машины разъехаться на крутой дороге,293,293
6647,КАРЫШТЫРА,карыштыра,,,,0,"КАРЫШТЫРА нареч. 1) мимо; карыштыра урар лить мимо; 2) вопреки, наперекор, напротив; карыштыра айдар говорить наперекор",293,293
6648,КАС,кас,,,,0,КАС гусь; јерлик кас дикий гусь; кастыҥ балазы гусёнок; эне кас гусыня,293,293
6649,КАС-,кас,,,,1,"КАС1) копать, выкапывать; картошко казар копать картошку; тазыл казар выкапывать корни; 2) рыть; јер казар рыть землю; ♦ Кижиге оро каспа, бойыҥ тӱжериҥ (Погов.) Не рой яму другому, сам упадёшь",293,293
6650,КАСКАК,каскак,,,,0,"КАСКАК 1. крутой, обрывистый; каскак јер крутое место; 2. круча, крутизна; отвесный спуск; крутой склон, поросший мелко- - лесьем, кустарником; Кадын јолы каскакту, Каскагынаҥ кем коркыыр (Из песни)",293,294
6651,Дороги,дороги,,,,0,"Дороги по Катуни крутые, Кто ж испугается крутизны их",294,294
6652,КАССА,касса,,,,0,КАССА касса; акчаны кассанаҥ алар получать деньги в кассе,294,294
6653,КАСТА-,каста,I,,,0,КАСТАI надевать поводья на луку седла; атты кастап салар надеть поводья лошади на луку седла; Кара-Таады кӧӧркийди,294,294
6654,Кастабай,кастабай,,,,0,"Кастабай канай минериҥ (Из песни) Дорогого Кара-Таадьы, Как оседлаешь, не надев поводья на луку седла",294,294
6655,КАСТА-,каста,II,,,0,"КАСТАII расщеплять, раскалывать, разделять на части вдоль; Сартакпай колын",294,294
6656,ӧрӧ,ӧрӧ,,,,0,"ӧрӧ кӧдӱрип, јалкынды тудуп алала, карагайды кастай тудуп, ол јалкынды ого кыстап салды (С. Сартакова) Сартакпай, подняв руку вверх, схватил молнию, расщепив пихту, прищемил в ней ту молнию",294,294
6657,КАСТАК,кастак,,,,0,КАСТАК 1) железный наконечник у стрелы; Темир кастак огы Сары татка јидиттир (АБ) Стрела с железным наконечником была изъедена жёлтой ржавчиной; 2) кол; кастакка буулаар привязать за кол; 3) заострённые прутья; темир кастактарла чедендеер огораживать железными заострёнными прутьями,294,294
6658,КАСТАЛ-,кастал,,,,0,"КАСТАЛ1) страд. от кастаII быть расщеплённым, быть расколотым; ср. јарыл-;",294,294
6659,Кайыҥ,кайыҥ,,,,0,"Кайыҥ агаш будагы касталганча, сынза торт (Из песни) Пусть берёзовый сук лучше сломается, чем будет расщеплённым; Кайда да касталган будак чыкырайт (Д. Каинчин)",294,294
6660,Где-то,гдето,,,,0,"Где-то скрипит расколотая ветка; 2) быть изрытым; ср. ырыл-; Касталып калган кара jол Качан ойто бӱдер ол? (Из песни) Изрытая чёрная дорога, Когда она снова восстановится?",294,294
6661,КАСТАЛТ-,касталт,,,,0,"КАСТАЛТпонуд. от касталрасщеплять, раскалывать; јаш агашты касталтпай кезер резать молодое дерево, не расщепляя",294,294
6662,КАСТАЛЧАҤ,касталчаҥ,,,,0,"КАСТАЛЧАҤ хорошо расщепляемый, хорошо раскалываемый; касталчаҥ агаш хорошо раскалываемая древесина",294,294
6663,КАТ-,кат,,,,0,КАТ-,294,294
6664,КАСТАЛЫШ,касталыш,,,,0,"КАСТАЛЫШ расщепление, раскалывание, раздробление; ср. јарыш; агаштыҥ касталыжы расщепление дерева; одынныҥ касталажыныҥ табыжы угулды послышался шум раскалывания дров; сӧӧктиҥ касталыжы раздробление кости",294,294
6665,КАСТАМАН,кастаман,,,,0,КАСТАМАН бот. лапчатка,294,294
6666,КАСТУУ,кастуу,,,,0,КАСТУУ узел,294,294
6667,КАСТЫК-,кастык,,,,0,КАСТЫКрастрескиваться; баланыҥ эриндери кастыгып калган губы у ребёнка растрескались,294,294
6668,КАСТЫК,кастык,I,,,0,"КАСТЫК I копалка, лопатка; ср. састык, кӱрек; кастыкла картошко казар копать лопаткой картошку",294,294
6669,КАСТЫК,кастык,II,,,0,"КАСТЫК II кол, жердь; ср. казык",294,294
6670,КАСТЫР-,кастыр,,,,0,КАСТЫРпонуд. от касзаставлять копать; Jаскыда мени окоптор кастырдылар (А. Коптелов) Весной меня заставляли копать окопы,294,294
6671,КАТ,кат,I,,,0,КАТ I 1. 1) слой; эки кат два слоя; Тогузон кат тонду Тондой таадак отуры (Заг.),294,294
6672,Сидит,сидит,,,,1,"Сидит дед Тондой в шубе в девяносто слоёв; 2) оболочка, слой; ср. кадар; бек катту маала ажы овощи с твёрдой оболочкой; 3) этаж; бежинчи катта јадар жить на пятом этаже; 2. слойный, рядный; Кат куйагын катанды, калыҥ чӱмин чӱмденди (АБ) Надел слойную кольчугу, нарядился в плотные одежды; ♦ кат учук скрученная, очень крепкая нить; кат-кат в несколько слоёв",294,294
6673,КАТ,кат,II,,,0,КАТ II ягода; ср. јиилек; кат терип барар идти собирать ягоду,294,294
6674,КАТ,кат,III,,,0,"КАТ III уст. письмо, грамота",294,294
6675,КАТ-,кат,I,,,0,"КАТI 1) твердеть; курут кадып калган сырчик затвердел; 2) огрубеть, колы кадып калган руки огрубели; 3) засыхать, высыхать, пересыхать; ӧлӧҥ кадып калды трава высохла; тамагымда кадып калды в горле пересохло; 4) черстветь; калаш кадып калган хлеб зачерствел; 5) перен. закаливаться; оныҥ эди-каны каткан тело его закалилось; 6) перен. привыкать, натореть; Бистиҥ Таня кой кабырышка бош каткан эмей (Т. Тодо-",294,294
6676,-,-,,,,0,- 295 -,294,295
6677,КАТ-,кат,,,,1,КАТшев) Ведь наша Таня в пастьбе овец совершенно поднаторела; ♦ ыргайа кадар стать очень худым; кабыргазы каткалак ещё не возмужал (букв. ребра ещё не стали твёрдыми); кӧдӧнин кадырар заставлять голодать,295,295
6678,КАТ-,кат,II,,,0,"КАТII добавлять, наливать; приправлять, заправлять; чайга сӱт кадып ийер добавить в чай молока; Јаан удабай Капшун ӧрӧмӧ каткан кӱп-кӱреҥ койу чайды шӧлӱредип, оттыҥ јанында маказыранып отурды (Д. Каинчин) Немного погодя, Капшун, потягивая густой коричневый чай, приправленный топлёнными сливками, получая удовольствие, сидел у огня",295,295
6679,КАТ-,кат,III,,,0,"КАТIII вить, свивать, скручивать; учук кадар скручивать нитки",295,295
6680,КАТА-,ката,,,,0,"КАТА1) свивать, скручивать; сучить; армакчы катаар скручивать аркан",295,295
6681,КАТАЙ,катай,,,,0,"КАТАЙ нареч. 1) рядом, вместе; катай турар стоять рядом; 2) заодно; вдобавок; катай алар брать заодно; Койлорло катай сугатка јетиретени кайда? (Д. Каинчин) А где ещё то, что нужно вести заодно с овцами на водопой?; 3) сверху, поверх; катай јылу тон кийип алар надеть поверх тёплое пальто; катай салар складывать друг на друга",295,295
6682,КАТАЙ-КАТАЙ,катайкатай,,,,0,"КАТАЙ-КАТАЙ нареч. друг на друга, слоями, в несколько рядов; катай-катай салар складывать друг на друга",295,295
6683,КАТАЙ-МАТАЙ,катайматай,,,,0,КАТАЙ-МАТАЙ нареч. вперемежку; катай-матай салып койор положить вперемежку,295,295
6684,КАТАЙ-ТЕТЕЙ,катайтетей,,,,0,"КАТАЙ-ТЕТЕЙ нареч. друг на друга, слоями, в несколько рядов; ср. катай-катай; катай-тетей јыгылды свалились друг на друга",295,295
6685,КАТАК,катак,,,,0,"КАТАК тонкий шёлк; ср. кадак, торко;",295,295
6686,Ак,ак,,,,0,"Ак катакты јайып ийдилер, Эт јакшызын ого салдылар (АБ) Белый тонкий шёлк расстелили, Лучшее из мяса положили на него;",295,295
6687,Катак,катак,,,,0,Катак торко чамча ичинде Кара чымыл кыҥылап турды (АБ) Внутри тонкой шёлковой рубашки Чёрная муха жужжала,295,295
6688,КАТАЛ-,катал,,,,0,КАТАЛ1) страд. от ката-; каталган,295,295
6689,-,-,,,,0,"- 296 учук скрученные нитки; 2) вмешиваться; мешать, путаться под ногами; каталба меге не мешай мне",295,295
6690,КАТАЛЫШ-,каталыш,,,,0,КАТАЛЫШвзаимн.-совм. от катал-; башка ӧҥдӱ каталышкан учуктар скрученные вместе разноцветные нитки; Каталышпа меге! Не мешай мне!; бала энезине каталыжып турды ребёнок путался под ногами у матери,295,295
6691,КАТАМАЛ,катамал,,,,0,"КАТАМАЛ плетёный, сплетённый (из узких ремней); ср. катамалду; Катамал колоҥды Катай тартат (АБ) Сплетённую [из узких ремней] подпругу вместе стягивает",295,295
6692,КАТАМАЛДУ,катамалду,,,,0,"КАТАМАЛДУ 1) свитый; плетёный, сплетённый; ср. катамал; катамалду камчы плетённая плётка; Катамалду кат куйушкан",295,295
6693,Катай,катай,,,,0,"Катай тудуп сукпай кайтты (АБ) Схватив вместе сплетённый подхвостник, вдел [под хвост]; 2) извилистый; Катамалду кара јол",295,295
6694,Кара,кара,,,,0,Кара Эртиш ичинде (Из песни) Извилистая чёрная дорога В долине чёрного Эртиша,295,295
6695,КАТАН,катан,,,,0,"КАТАН 1) крепкий, прочный; катан кижи крепкий человек; Карыыр јажы једе берди, Катан сӧӧги божой берди (АБ) Наступили преклонные года, Крепкие кости его стали слабыми; 2) жестокий; ср. кату; Ӧштӱниҥ алдына јалынып ӧлгӧнчӧ, катан јууда калапту јуулажып ӧлӧликтер (И. Шодоев) Чем умирать, преклоняясь перед врагом, давайте умрём, стойко сражаясь в жестоком бою",295,295
6696,КАТАН-,катан,,,,0,"КАТАНнакидывать сверху одежду; дополнительно надевать одежду; ӱч кат кийим катанды надел дополнительно три слоя одежды; Ол кижиниҥ катанган јакызыныҥ аайына чыгарга, Лашпай оныҥ кийнинеҥ ары јӱгӱрди (У. Садыков) Чтобы выяснить вопрос о тулупе, накинутом тем человеком,",295,295
6697,Лашпай,лашпай,,,,0,Лашпай побежал за ним,295,295
6698,КАТАНДА-,катанда,,,,0,"КАТАНДАчасто посещать, часто приходить; катандап базар часто приходить, зачастить; катандап кирер часто заходить; Каан кижиниҥ айлына Катандап кирер јаҥ јок (АБ) В ханский дом Часто заходить правил нет -",295,296
6699,КАТАНДЫР-,катандыр,,,,0,"КАТАНДЫРпонуд. от катанзаставлять накидывать сверху одежду, заставлять дополнительно надевать одежду; баланы јазап катандырып, атка миндирип ийер хорошо надев на ребёнка дополнительную одежду, посадить на коня",296,296
6700,КАТАНЧЫ,катанчы,,,,0,"КАТАНЧЫ одежда, надетая сверху, верхняя одежда; катанчы кийим верхняя одежда; катанчызын чечип алды снял верхнюю одежду",296,296
6701,КАТАҤЫ,катаҥы,,,,0,"КАТАҤЫ фурункул, чирей; јарылган катаҥы вскрывшийся фурункул; катаҥы чыгып калган вскочил фурункул",296,296
6702,КАТАҤЫЛА-,катаҥыла,,,,0,"КАТАҤЫЛАболеть фурункулёзом, покрываться фурункулами",296,296
6703,КАТАП,катап,,,,0,"КАТАП нареч. 1) снова, опять, ещё раз; катап айдар снова сказать, повторить; катап ла јааштар башталды снова начались дожди; катап самара бичип салар ещё раз написать письмо; 2) заново, с самого начала; ишти катап эдер заново делать работу; 3) раз, крат;",296,296
6704,Бистиҥ,бистиҥ,,,,0,Бистиҥ колхозтыҥ кирелтези калганчы ӱч јылга эки катапка кӧптӧгӧн (У. Садыков),296,296
6705,Доходы,доходы,,,,1,"Доходы нашего колхоза в последние три года увеличились в два раза; ♦ катап-катап снова и снова; катап ла и снова; бир катап однажды, один раз; кӧп катап многократно; канча катап сколько раз (много раз)",296,296
6706,КАТАПТА-,катапта,,,,0,"КАТАПТАмножить, умножать; баланы катаптаарга ӱредер учить ребёнка умножать",296,296
6707,КАТАПТААРЫ,катаптаары,,,,1,КАТАПТААРЫ умножение; тоолорды катаптаары умножение чисел; ♦ катаптаарыныҥ таблицазы таблица умножения,296,296
6708,КАТАПТАЛ-,катаптал,,,,0,"КАТАПТАЛстрад. от катаптабыть умноженным, умножаться; катапталган тоолор умноженные числа",296,296
6709,КАТАПТАТ-,катаптат,,,,0,КАТАПТАТпонуд. от катаптазаставлять умножать; уулын тоолор катаптадар заставлять сына умножать числа,296,296
6710,КАТАПТАШ,катапташ,,,,0,КАТАПТАШ см. катаптаары,296,296
6711,КАТАТ-,катат,,,,0,КАТАТпонуд. от ката-; эр улуска армакчы катадар заставлять мужчин скручивать верёвки,296,296
6712,-,-,,,,0,- 297,296,296
6713,КАТКЫРТ-,каткырт,,,,0,КАТКЫРТ-,296,296
6714,КАТАШ-,каташ,,,,0,КАТАШвзаимн.-совм. от ката-; армакчы катажар вместе вить верёвку,296,296
6715,КАТАШ,каташ,,,,0,КАТАШ свивание; буу каташ свивание верёвки,296,296
6716,КАТАШТЫР-,каташтыр,,,,0,КАТАШТЫРпонуд. от каташзаставлять свивать; бууларды каташтырар заставлять свивать верёвки,296,296
6717,КАТКАК,каткак,,,,0,"КАТКАК худощавый, сухопарый; ср. кадыҥы; каткак сынду кижи худощавый (сухощавый) человек; Таларкак јардын, каткак кӧксин кӧргӧндӧ, бу эмди де јиит, отык таштый бек, кӱчтӱ кижи деп билдирди (А. Коптелов) Когда взглянул на его широкие плечи, сухопарую грудь, показалось, что он ещё молодой, крепкий как кремень, сильный человек",296,296
6718,КАТКЫ,каткы,,,,1,"КАТКЫ смех, хохот; сӱӱнчилӱ каткы весёлый смех; Эне-аданыҥ јаан ырызы ― ол балазыныҥ ырысту каткызы (А. Олчонова) Большое счастье родителей ― это весёлый смех их ребёнка; ♦ каткы эдип для смеха",296,296
6719,КАТКЫЛУ,каткылу,,,,0,"КАТКЫЛУ смешливый, игривый (о глазах); Кӧстӧри каткылу, кӧк торко кийген кыс (Л. Кокышев) Девушка со смешливыми глазами, одетая в синий шёлк",296,296
6720,КАТКЫМЧЫЛУ,каткымчылу,,,,0,КАТКЫМЧЫЛУ смешной; каткымчылу кижи смешной человек,296,296
6721,КАТКЫР-,каткыр,,,,0,"КАТКЫРсмеяться; хохотать; ӧчӧп каткырар насмехаться; карузып каткырар смеяться ласково; Јаш, омок ӧйинде кижи сӱӱнчилӱ каткырып, бийелеп ле јыҥырада кожоҥдоп, учуп-учуп јӱрбей (А. Олчонова)",296,296
6722,Ведь,ведь,,,,1,"Ведь в свои молодые, весёлые годы человек должен летать и летать, смеясь, танцуя и громко распевая; ♦ талганча каткырар смеяться до изнеможения",296,296
6723,КАТКЫРМА,каткырма,,,,0,КАТКЫРМА 1) юмор; ср. кокыр; ол кижиниҥ каткырмаларын оҥдоорго кӱч понять юмор того человека сложно; 2) анекдот; мениҥ нокӧрим каткырмалар куучындаарга сӱӱйт мой друг любит рассказывать анекдоты,296,296
6724,КАТКЫРТ-,каткырт,,,,0,КАТКЫРТпонуд. от каткырсмешить; улусты каткыртар смешить людей; Тӧгӱн -,296,297
6725,КАТКЫРЫН-,каткырын,,,,0,"КАТКЫРЫНсӧслӧ каткыртканча, чын сӧслӧ ыйлат (Посл.) Чем лживыми словами смешить, лучше правдивыми словами заставь плакать",297,297
6726,КАТКЫРЫН-,каткырын,,,,0,КАТКЫРЫНвозвр. от каткырсмеяться про себя; ол араайынаҥ каткырынып турды он тихо смеялся про себя,297,297
6727,КАТКЫРЫШ-,каткырыш,,,,0,"КАТКЫРЫШвзаимн.-совм. от каткырсмеяться; Каака, не болзо ол болзын, улус каткырышса, каткырышсын деп сананды (Д. Каинчин) Каака подумал, что пусть будет, что будет, если люди будут смеяться, пусть смеются",297,297
6728,КАТКЫРЫШ,каткырыш,,,,0,"КАТКЫРЫШ смех, хохот; ср. каткы;",297,297
6729,Кыстардыҥ,кыстардыҥ,,,,0,Кыстардыҥ каткырыжы оныҥ кулактарына узак угулган (И. Шинжин) Смех девушек долго слышался в его ушах,297,297
6730,КАТКЫЧЫ,каткычы,,,,1,"КАТКЫЧЫ 1. хохотун, хохотунья; любитель посмеяться; 2. смешливый; каткычы баланы токтодып болбодым я не смог остановить смешливого ребёнка; ♦ Каткычыны эр ээчир, чычкакчыны ийт ээчир (Погов.)",297,297
6731,Хохотунью,хохотунью,,,,0,"Хохотунью преследует мужчина, страдающего поносом ― собака",297,297
6732,КАТТА-,катта,I,,,0,КАТТАI ходить по ягоды; балдар каттап барган дети пошли за ягодами,297,297
